timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained
3063,3,15,80,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,9
2979,2,4,78,0,0,0,0,0,1,0,7,4,1,2,2,7,4,2,4,5,0,0,1,0
2924,1,10,71,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,32
2873,2,10,39,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,-1
2735,2,14,20,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,0,0,1,-6
2671,3,30,36,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,10
2626,1,10,75,0,0,0,0,1,0,0,7,6,1,2,2,7,6,3,4,4,1,0,0,0
2505,1,10,66,0,0,0,0,1,0,0,7,3,1,3,1,7,3,3,4,4,1,0,0,20
2419,2,7,43,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,0
2389,3,17,53,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0
2357,1,10,78,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,4,4,1,0,0,0
2311,3,9,77,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,3,6,1,0,0,16
2268,1,10,61,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,0,0,1,39
2191,2,7,19,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,0,1,0,17
2157,1,2,2,0,0,0,0,1,0,0,8,2,1,1,3,8,2,2,4,5,1,0,0,0
2094,3,8,8,0,0,0,0,1,0,0,5,4,1,2,2,5,4,2,4,5,1,0,0,7
1991,2,12,99,0,0,0,0,0,1,0,7,7,1,2,2,7,7,4,3,4,1,0,0,0
1987,3,12,99,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,1,6,0,1,0,9
1941,1,10,40,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,11
1906,1,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,20
1881,1,10,55,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,-7
1876,2,17,62,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,10
1871,3,7,52,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,7
1860,1,10,45,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
1836,1,10,34,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,5
1833,2,5,29,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
1828,3,5,29,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,0,0,1,0
1716,3,11,76,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,0,0,1,0
1700,1,10,75,0,0,0,0,1,0,0,6,3,1,2,2,6,3,3,4,4,1,0,0,5
1625,1,10,61,0,0,0,0,1,0,0,7,3,1,1,3,7,3,2,4,5,0,0,1,13
1585,1,10,48,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,4,5,1,0,0,10
1504,2,14,42,0,0,0,0,1,0,0,7,4,1,2,2,7,4,2,4,5,1,0,0,5
1466,3,9,37,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,4,5,1,0,0,32
1414,1,5,5,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0
1402,1,10,62,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,2,5,0,1,0,7
1270,2,20,62,0,0,0,0,1,0,0,4,4,1,2,2,4,4,4,2,5,1,0,0,7
1231,3,13,55,0,0,0,0,1,0,0,4,4,1,2,2,4,4,4,1,6,1,0,0,6
1154,1,10,67,0,0,0,0,0,1,0,8,6,1,2,2,8,6,3,4,4,1,0,0,0
1149,2,10,67,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,23
1101,1,10,44,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,8
1058,2,2,36,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,5
1026,1,10,31,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
983,3,5,26,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,9
900,2,10,17,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,13
855,1,4,4,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,4
850,1,10,75,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,9
767,1,15,68,0,0,0,0,0,1,0,6,5,1,3,1,6,5,4,3,4,0,1,0,0
757,1,10,35,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
710,3,3,28,0,0,0,0,0,1,0,7,6,1,1,3,7,6,2,4,5,1,0,0,0
656,2,14,79,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,0
653,3,14,79,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,1,6,1,0,0,4
559,2,8,71,0,0,0,0,1,0,0,7,6,1,1,3,7,6,3,4,4,1,0,0,7
523,3,1,64,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,6
451,1,10,40,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,7
300,2,7,26,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,0
296,3,7,26,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0
288,1,10,75,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,0
284,2,10,75,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,3
252,1,10,64,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,0
249,2,15,69,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,2
200,3,18,72,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,0,0,1,-6
3559,2,8,71,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,0,1,0,8
3477,2,5,58,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,4
3404,1,10,51,0,1,0,0,0,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,3
3364,2,7,48,0,1,0,0,0,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,29
3265,1,10,83,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,10
3201,2,7,70,0,0,0,0,0,1,0,8,6,1,2,2,8,6,3,4,4,0,1,0,9
3089,3,9,60,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,5,5,1,0,0,-8
2981,3,5,76,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,13
2884,3,2,55,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,13
2851,1,10,42,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,0,1,0,0
2837,1,10,60,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,-4
2798,2,14,64,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0
2791,3,14,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,10
2655,3,3,49,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,0,0,1,21
2610,1,10,28,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,9
2544,2,6,24,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,10
2495,1,10,14,0,0,0,0,1,0,0,8,4,1,2,2,8,4,3,4,4,0,0,1,7
2227,1,10,75,1,0,0,0,0,0,0,6,4,1,3,1,6,4,3,4,4,1,0,0,8
2154,1,10,65,0,1,0,0,0,0,0,7,5,2,1,2,7,5,3,4,4,1,0,0,9
2078,1,10,54,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,4,4,1,0,0,7
2036,2,3,47,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,0,0,1,-3
1991,3,6,50,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,0,0,1,-12
1941,1,10,94,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,0
1936,2,10,94,0,0,0,1,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
1920,3,3,87,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,0,0,1,0
1901,1,10,76,0,0,0,0,1,0,0,7,4,1,1,3,7,4,1,5,5,0,0,1,0
1896,2,10,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,0
1891,3,10,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,0
1877,1,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1865,1,10,45,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
1858,1,10,34,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,0,0,1,8
1842,2,2,26,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,8
1824,1,10,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,2
1819,2,8,16,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1
1815,3,7,15,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1780,1,20,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,15
1727,2,15,80,0,0,0,0,1,0,0,7,6,1,1,3,7,6,2,4,5,1,0,0,0
1722,3,15,80,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,5,5,1,0,0,4
1633,2,8,66,0,0,0,1,0,0,0,8,3,1,2,2,8,3,4,3,4,1,0,0,0
1626,3,8,66,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,10
1588,1,10,56,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
1447,1,20,37,0,1,0,0,0,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,13
1339,1,10,75,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,1,0,0,0
1333,2,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,35
1250,2,5,35,0,0,0,0,0,1,0,8,6,1,2,2,8,6,3,4,4,1,0,0,-11
1222,1,10,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7
1129,2,3,47,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5
1070,1,10,30,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,4,5,1,0,0,0
1066,2,10,30,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,23
1033,1,7,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,0
1026,2,7,7,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,4,5,1,0,0,0
1022,3,7,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,0
1016,4,7,7,0,0,0,0,1,0,0,6,5,1,1,3,6,5,1,5,5,1,0,0,7
920,3,4,69,0,0,0,0,0,1,0,7,5,1,3,1,7,5,4,3,4,0,0,1,9
813,3,12,62,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1
772,1,10,94,0,0,0,0,1,0,0,6,6,1,1,3,6,6,1,5,5,1,0,0,0
769,2,10,94,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,5,5,1,0,0,12
735,1,10,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,7
667,3,3,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,5,5,1,0,0,0
662,4,3,75,0,0,0,0,1,0,0,7,3,1,1,3,7,3,1,5,5,1,0,0,0
372,4,3,3,0,0,0,0,0,1,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
362,1,10,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,0,0,1,0
355,2,10,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,9
294,1,10,66,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,0,0,1,0
285,2,10,66,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,10
254,1,10,56,0,0,0,0,1,0,0,6,3,1,1,3,6,3,1,5,5,0,0,1,0
247,2,10,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,1
218,3,9,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,5,5,1,0,0,0
213,4,9,55,0,0,0,0,1,0,0,7,5,1,1,3,7,5,1,5,5,1,0,0,-14
120,3,7,28,0,1,0,0,0,0,0,8,6,1,3,1,8,6,4,3,4,0,0,1,16
3569,1,20,83,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,18
3459,1,10,56,0,1,0,0,0,0,0,6,6,2,0,3,6,6,3,3,5,0,0,1,0
3408,1,10,25,1,0,0,0,0,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0
3360,3,7,22,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,3,5,1,0,0,8
3069,2,6,71,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
3020,2,12,34,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0
2904,1,10,64,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,5
2860,2,5,59,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,5
2825,1,10,54,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,0,1,0,0
2821,2,10,54,1,0,0,0,0,0,0,6,4,2,2,1,6,4,4,3,4,1,0,0,6
2758,1,10,46,0,0,0,0,1,0,0,6,4,1,3,1,6,4,4,2,5,1,0,0,2
2700,3,9,45,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,25
2593,3,2,12,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
2479,3,3,3,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,0,0,1,0
2359,2,7,32,0,0,0,1,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,12
2246,3,3,13,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,0,1,0,0
2096,1,25,84,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
2045,3,13,48,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,7
1920,3,13,94,1,0,0,0,0,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,19
1894,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
1886,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
1872,1,10,43,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0
1847,1,10,30,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0
1842,2,10,30,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,-6
1836,3,16,36,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,5
1747,2,10,13,0,0,0,0,1,0,0,6,3,1,2,2,6,3,3,4,4,1,0,0,2
1713,3,8,11,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,0,0,1,0
1696,1,10,65,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,11
1620,2,10,54,1,0,0,0,0,0,0,5,4,1,3,1,5,4,4,2,5,1,0,0,10
1448,1,10,34,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,0,0,1,0
1398,3,9,33,1,0,0,0,0,0,0,5,4,2,1,2,5,4,3,3,5,0,0,1,0
1234,2,9,73,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0
1229,3,9,73,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,3,5,1,0,0,11
1196,1,10,62,0,0,0,0,0,1,0,7,6,1,1,3,7,6,4,2,5,0,0,1,-8
1150,2,18,70,0,0,0,0,0,1,0,6,4,1,1,3,6,4,3,3,5,1,0,0,15
1106,3,3,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,0,0,1,0
1088,1,10,85,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,2,5,1,0,0,0
1044,3,10,85,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,0,0,1,11
927,2,10,40,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,13
859,2,9,26,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,14
737,3,5,7,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,7
581,1,10,52,0,0,0,0,0,1,0,7,3,1,1,3,7,3,4,2,5,0,1,0,14
531,1,20,48,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,3,5,0,0,1,0
525,2,20,48,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
519,3,20,48,1,0,0,0,0,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,12
433,2,10,56,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,0
428,3,10,56,0,0,0,0,1,0,0,6,4,2,1,2,6,4,3,3,5,1,0,0,4
376,1,10,80,1,0,0,0,0,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,0
371,2,10,80,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,8
332,3,2,72,1,0,0,0,0,0,0,5,3,1,1,3,5,3,3,3,5,1,0,0,5
255,2,4,61,1,0,0,0,0,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,38
160,3,5,18,0,0,0,0,1,0,0,7,3,1,1,3,7,3,3,3,5,0,0,1,0
145,1,10,61,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,9
138,2,1,52,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
120,1,10,48,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,6
114,2,4,42,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,37
103,2,4,4,0,0,0,0,1,0,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0
71,1,10,78,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
67,2,10,78,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,0
3514,1,10,65,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,-3
3472,2,13,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,2
3367,1,15,58,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
3363,2,15,58,1,0,0,0,0,0,0,5,4,1,0,4,5,4,4,2,5,1,0,0,0
3308,2,9,14,1,0,0,0,0,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,5
3261,3,4,9,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,0,0,1,0
3229,2,6,71,0,0,0,0,0,1,0,6,2,1,1,3,6,2,4,2,5,0,1,0,0
3224,3,6,71,1,0,0,0,0,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,8
3125,2,21,74,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,2,6,1,0,0,17
3087,3,4,57,0,0,0,0,1,0,0,6,4,2,1,2,6,4,3,2,6,0,1,0,8
2962,1,10,16,0,0,0,0,0,1,0,7,3,1,2,2,7,3,4,3,4,0,1,0,0
2915,3,5,11,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,-10
2834,2,1,65,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0
2785,1,10,63,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
2700,3,2,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
2690,1,10,74,0,0,0,0,1,0,0,7,3,1,2,2,7,3,4,3,4,1,0,0,8
2569,1,10,50,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,0,0,1,0
2519,3,5,45,0,0,0,0,1,0,0,4,4,1,3,1,4,4,3,2,6,1,0,0,0
2474,1,20,90,0,0,0,0,1,0,0,5,4,1,1,3,5,4,5,2,4,1,0,0,0
2414,1,19,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
2378,2,13,13,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,0
2373,3,13,13,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,0
2364,1,10,75,0,0,0,0,0,1,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
2357,2,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,3,4,1,0,0,0
2322,3,15,80,1,0,0,0,0,0,0,2,3,1,1,3,2,3,2,3,6,1,0,0,8
2278,1,10,65,0,1,0,0,0,0,0,6,4,1,1,3,6,4,4,3,4,1,0,0,0
2274,2,10,65,1,0,0,0,0,0,0,4,5,1,1,3,4,5,4,3,4,1,0,0,11
2244,1,10,54,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,3,4,1,0,0,12
2202,1,10,42,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,3,4,1,0,0,5
2176,2,5,37,0,0,0,0,0,1,0,7,3,1,1,3,7,3,4,3,4,0,1,0,5
2098,2,10,32,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,3,4,1,0,0,0
2095,3,10,32,0,0,0,0,1,0,0,5,3,1,1,3,5,3,2,3,6,1,0,0,0
2017,2,6,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5
1931,1,10,63,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,8
1920,2,2,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1898,1,10,86,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,14
1878,1,10,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,5
1872,2,10,72,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
1867,3,10,72,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1831,2,10,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,0,0,1,0
1824,3,10,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,0
1814,1,15,54,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,6
1808,2,9,48,0,0,0,0,1,0,0,3,3,1,1,3,3,3,2,3,6,1,0,0,0
1758,2,15,92,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,-8
1754,1,10,81,0,0,0,0,1,0,0,6,2,1,1,3,6,2,4,2,5,1,0,0,12
1692,1,10,55,0,0,0,0,1,0,0,6,2,2,0,3,6,2,4,2,5,1,0,0,14
1529,1,10,10,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
1508,2,2,2,0,0,0,0,1,0,0,8,5,1,1,3,8,5,4,2,5,0,0,1,0
1494,1,10,82,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,7
1465,2,3,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,-5
1415,3,8,80,0,0,0,0,1,0,0,5,6,1,1,3,5,6,3,3,5,1,0,0,6
1324,2,9,87,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,7
1282,3,2,80,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,8
1249,1,10,72,0,0,0,0,1,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0
1198,2,5,67,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1150,2,7,57,1,0,0,0,0,0,0,6,4,1,4,0,6,4,4,3,4,1,0,0,0
1138,1,10,27,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0
932,1,10,95,0,1,0,0,0,0,0,7,4,1,1,3,7,4,4,3,4,1,0,0,9
859,1,10,84,0,0,0,0,0,1,0,6,7,1,1,3,6,7,4,3,4,1,0,0,0
778,2,4,66,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0
774,3,4,66,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,3,4,1,0,0,9
738,1,10,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,3,4,1,0,0,0
732,2,10,57,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,3,4,1,0,0,11
704,1,10,46,1,0,0,0,0,0,0,5,4,1,1,3,5,4,5,2,4,1,0,0,29
667,1,15,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
620,3,15,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
363,2,8,80,1,0,0,0,0,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,7
307,1,10,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
301,2,10,68,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,6
278,3,4,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
274,4,4,62,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,-12
165,1,10,72,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
161,2,10,72,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,16
154,1,10,56,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
150,2,10,56,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
145,3,10,56,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
140,4,10,56,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
3490,2,9,61,0,0,0,0,1,0,0,6,4,1,3,1,6,4,2,4,5,1,0,0,0
3486,3,9,61,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,0
3469,1,10,79,0,1,0,0,0,0,0,8,6,2,1,2,8,6,3,4,4,1,0,0,-3
3405,3,18,87,0,0,0,0,1,0,0,4,3,1,1,3,4,3,2,4,5,1,0,0,8
3376,1,10,72,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,3,5,1,0,0,0
